grade,Year,emp_length,acc_open_past_24mths_x,annual_inc_x,bc_util_x,dti_x,inq_last_6mths_x,mo_sin_old_rev_tl_op_x,mo_sin_rcnt_rev_tl_op_x,mo_sin_rcnt_tl_x,mort_acc_x,mths_since_recent_bc_x,num_accts_ever_120_pd_x,num_actv_bc_tl_x,num_il_tl_x,num_bc_sats_x,open_acc_x,pub_rec_bankruptcies_x,pub_rec_x,recoveries_x,tot_cur_bal_x,total_bc_limit_x
A,2014,5 years,2,27000,11.4,24.18,1,297,5,5,2,5,0,4,2,4,9,0,0,0,12334,62700
C,2014,< 1 year,5,150000,88.9,13.15,1,154,2,2,2,9,0,3,3,4,10,0,0,0,289950,17800
B,2014,10+ years,4,125000,80,19.04,1,156,2,2,4,2,0,5,7,5,15,0,0,0,317848,17000
D,2014,10+ years,3,53000,99.1,16.94,2,242,11,10,0,11,1,2,5,2,7,1,1,0,28595,7500
A,2014,10+ years,5,65000,52.9,7.31,1,200,5,5,3,5,0,4,3,5,12,0,0,0,123977,18100
D,2014,5 years,4,137800,100,15.01,0,18,9,9,4,9,0,1,32,1,18,1,1,0,282904,5000
C,2014,10+ years,12,78300,99.6,31.51,0,249,3,3,6,3,0,3,19,3,11,0,0,254.25,194816,10300
C,2014,10+ years,8,48000,53.7,22.13,1,139,5,5,0,5,1,5,16,7,13,0,1,0,21708,9100
G,2014,10+ years,8,36000,95.7,34,1,209,1,1,5,49,0,3,3,3,13,0,0,0,142074,4800
C,2014,1 year,8,34560,69.3,25.56,1,211,3,3,0,3,0,3,16,4,18,1,1,0,64736,6300
E,2014,10+ years,6,33000,73.7,32.87,0,140,5,5,0,5,0,3,8,4,11,1,1,0,25841,7100
B,2014,10+ years,7,56600,57.9,11.97,2,177,1,1,0,3,0,3,11,3,12,1,2,0,9869,6000
A,2014,10+ years,2,82000,88.6,21.48,0,66,26,14,3,26,0,3,5,3,9,0,3,0,158708,16500
D,2014,10+ years,1,58546,84.9,29.87,0,352,24,24,0,31,1,3,15,3,7,0,0,0,94742,17400
B,2014,8 years,7,43000,83.6,28.97,1,174,5,5,3,5,0,5,13,5,9,1,1,0,36928,10500
B,2014,10+ years,6,85000,30.4,12.97,0,190,6,6,0,10,0,2,24,2,10,0,0,0,34903,6500
A,2014,5 years,5,70000,48,27.81,0,244,7,7,3,7,0,3,11,5,14,0,0,0,250023,43900
C,2014,2 years,3,48000,24,18.05,0,167,1,1,2,1,0,9,3,12,17,0,0,0,124800,87400
C,2014,3 years,5,97000,79.3,15.66,0,128,14,2,1,14,0,7,13,9,16,0,0,0,216621,33200
D,2014,10+ years,6,40000,54.8,6.82,1,175,3,3,1,3,2,2,1,3,10,0,0,0,297556,5100
C,2014,2 years,2,29000,53.7,23.18,1,153,15,15,1,15,0,2,10,3,6,1,1,0,26865,19500
C,2014,10+ years,4,23000,54.5,21.35,1,180,5,5,0,5,0,5,1,5,7,0,0,0,21458,39400
B,2014,4 years,9,160000,85.3,11.49,1,179,2,2,5,2,0,9,9,10,27,0,0,0,462306,35300
B,2014,1 year,6,56000,38.5,6.37,1,168,1,1,4,1,3,6,6,7,15,1,1,0,6184,10200
B,2014,10+ years,7,44000,93.6,17.13,0,346,22,4,1,84,1,2,33,2,23,0,0,0,142099,3100
B,2014,2 years,3,47000,83.4,26.02,0,164,15,15,1,23,0,10,6,12,20,0,0,0,191232,18200
D,2014,10+ years,9,65000,95,10.97,0,268,5,5,3,5,1,3,4,9,14,1,1,0,377532,4550
G,2014,< 1 year,10,62000,37.2,11.68,2,260,3,3,0,3,0,14,1,19,27,1,2,0,15822,40000
C,2014,2 years,12,105000,90,18.66,2,161,3,3,3,17,2,4,30,4,16,1,1,241.19,228313,9900
C,2014,< 1 year,3,70000,83.1,13.54,0,86,19,11,0,22,0,2,3,4,6,0,0,0,32182,11200
B,2014,10+ years,1,80000,83.5,13.19,0,148,25,9,3,25,1,6,10,6,11,0,0,0,131681,11100
C,2014,5 years,3,60000,57.5,13.23,1,57,3,3,0,3,0,4,7,5,9,0,0,181.03,24395,37200
B,2014,2 years,5,90000,91.5,20.48,1,160,4,4,0,8,0,5,12,5,12,0,0,0,48114,14400
C,2014,2 years,5,130000,87.3,16.75,0,180,19,6,2,19,1,5,12,6,14,0,0,0,80939,20600
A,2014,6 years,4,42000,36.5,17.69,0,91,7,7,3,7,0,4,9,7,12,0,0,0,158510,15200
A,2014,5 years,2,70000,31.7,17.38,0,352,28,11,3,28,1,3,15,3,7,1,1,0,34812,8400
B,2014,10+ years,3,30000,88.5,35.16,0,239,13,4,0,13,0,4,4,4,8,0,0,0,25426,6600
D,2014,10+ years,3,47000,91.7,15.17,0,255,9,9,1,9,0,4,3,4,8,0,0,0,16930,17800
C,2014,6 years,4,95000,88.7,26.38,0,362,46,4,4,46,0,5,27,7,19,0,0,0,140479,35400
C,2014,1 year,9,46000,91.6,27.29,0,210,7,7,1,12,0,2,23,2,20,0,0,0,58898,9000
A,2014,1 year,5,44000,48.1,26.87,0,196,11,11,2,19,4,3,11,3,11,0,0,0,47604,16700
E,2014,10+ years,1,58434,99.2,37.06,1,221,37,20,3,37,1,3,7,3,6,0,0,0,43835,16500
C,2014,3 years,18,100000,52,16.32,3,115,2,2,1,2,0,5,19,5,9,1,1,0,49441,14900
B,2014,10+ years,2,63000,50.7,26.23,0,188,17,17,0,17,0,5,3,8,11,0,0,0,29168,30600
D,2014,6 years,4,62000,68.2,16.86,0,152,3,3,0,7,0,6,2,8,16,0,0,0,35070,23500
D,2014,6 years,4,89000,95,23.07,1,341,1,1,5,9,0,4,8,15,15,0,0,0,159176,10600
C,2014,4 years,6,115000,71.5,18.71,1,181,2,2,7,2,0,4,7,4,13,0,0,25,473241,16900
A,2014,2 years,0,75000,32.5,18.95,0,224,29,29,4,29,0,6,4,7,9,0,0,0,371040,96000
E,2014,2 years,4,63400,85.7,24.08,0,89,6,6,0,10,0,7,20,8,27,0,0,0,94016,18400
C,2014,10+ years,11,37281,79.6,32.46,1,175,4,1,0,4,1,2,33,2,11,0,0,0,21838,3500
B,2014,5 years,1,90000,71.4,18.97,0,213,30,2,4,86,0,4,5,5,10,0,0,0,258740,52500
D,2014,10+ years,5,65000,76.5,26.59,1,241,2,2,4,2,0,4,12,5,12,0,0,0,188206,23700
B,2014,10+ years,4,78000,94.3,14.45,0,181,16,5,5,16,0,6,7,6,12,1,1,0,28827,10900
B,2014,5 years,1,50000,88.8,7.35,0,201,7,7,0,7,0,3,21,3,14,0,0,0,171929,16900
B,2014,2 years,8,65000,32.7,12.04,2,189,5,5,4,10,3,2,3,2,19,0,0,0,552779,26000
C,2014,10+ years,5,96777,47.6,10.2,1,251,2,2,3,2,0,3,3,3,11,1,1,0,261028,33000
C,2014,3 years,12,36000,58,25.83,1,87,1,1,0,1,1,4,7,6,19,0,0,0,34977,13200
D,2014,2 years,4,110000,97.6,35.15,0,185,14,14,0,80,0,6,6,6,13,0,0,0,105618,47100
C,2014,1 year,4,45000,29.3,3.2,1,60,6,6,0,6,0,4,2,4,5,0,0,0,1767,5100
A,2014,2 years,2,38724,81.9,21.54,0,205,22,19,0,82,0,2,6,2,10,0,0,422.49,23711,11600
D,2014,10+ years,5,98447,78,10.98,0,123,15,7,4,15,0,8,7,10,15,0,0,0,409036,37900
B,2014,1 year,7,47000,54.9,10.29,2,249,9,9,0,9,0,5,4,8,11,0,4,0,14178,24200
B,2014,1 year,3,58000,66.8,21.54,0,98,10,10,1,35,0,3,22,4,11,0,0,0,157396,21600
B,2014,< 1 year,9,40000,46.4,8.19,0,110,13,4,0,17,1,3,16,3,20,0,0,0,72511,6300
B,2014,10+ years,4,75691,80.4,9.93,1,168,10,10,2,12,1,4,26,4,12,0,0,0,51013,5700
B,2014,8 years,4,70000,38.7,6.34,0,74,2,2,1,2,0,4,3,5,10,1,1,0,147488,20100
B,2014,5 years,5,71500,77.4,25.22,1,239,9,8,3,9,1,4,19,5,13,0,0,0,201493,25900
D,2014,10+ years,21,65089,62,22.01,3,225,0,0,0,17,0,6,15,8,24,0,0,0,41123,9500
B,2014,10+ years,5,62000,97.8,1.97,0,214,12,3,4,18,0,2,9,2,6,1,1,0,121640,3500
C,2014,10+ years,3,90000,62.4,21.61,0,148,14,3,0,14,0,2,11,6,10,0,0,0,80337,13700
B,2014,8 years,5,96000,97.7,12.74,0,259,7,7,5,10,2,5,19,6,13,0,0,0,329491,9000
D,2014,7 years,5,60000,94.1,34.26,1,108,3,3,1,71,0,2,4,3,13,0,0,0,165533,26500
B,2014,< 1 year,3,45000,85.6,16.78,2,164,0,0,1,20,0,3,4,3,9,0,0,0,149770,10600
C,2014,4 years,1,51258,93.8,15.87,0,171,42,20,0,42,2,2,5,2,7,0,0,0,30008,4500
C,2014,2 years,4,50000,88.8,12.75,0,182,11,11,2,11,0,3,11,3,5,1,1,0,18685,10900
A,2014,10+ years,1,62000,71.6,13.12,1,165,6,6,1,6,0,5,11,5,10,1,1,0,49632,14800
C,2014,2 years,3,65000,26.3,12.63,1,247,8,8,1,8,1,2,14,3,10,1,1,0,29173,15400
B,2014,10+ years,6,30000,96.9,28.24,0,300,10,10,6,27,3,3,3,3,10,2,2,0,23621,3700
A,2014,2 years,4,45000,40.3,7.14,1,112,3,3,0,3,0,7,9,9,13,0,0,0,42938,23100
B,2014,10+ years,7,84000,68.3,16.06,1,316,6,6,4,6,0,3,4,3,15,0,0,0,315768,26800
C,2014,4 years,3,60000,76.3,4.48,1,95,8,8,0,8,0,4,0,5,8,0,0,0,6876,8900
F,2014,1 year,6,30000,46.2,22.16,3,200,4,4,0,4,0,2,2,2,12,1,1,0,17646,7500
C,2014,10+ years,8,130000,14.1,15.02,2,143,0,0,1,5,0,2,12,3,11,1,1,0,530674,7600
C,2014,10+ years,1,80000,96.9,13.31,0,117,49,12,0,79,0,5,2,5,7,0,0,0,33622,15000
A,2014,8 years,4,58000,33.1,29.55,1,445,3,3,2,3,1,4,9,10,21,0,0,0,167771,70100
A,2014,< 1 year,7,65000,37.8,6.79,0,236,7,7,3,46,0,1,10,1,11,1,1,0,4540,600
E,2014,2 years,9,40000,68,19.92,0,103,5,5,1,5,0,2,1,4,11,0,0,0,144278,13900
C,2014,3 years,3,95000,89,4.32,0,118,10,9,0,10,0,3,1,3,4,0,0,0,14296,13000
C,2014,< 1 year,7,50000,86.3,23.19,0,34,11,7,1,15,0,3,7,3,13,0,0,0,58183,2200
C,2014,6 years,3,37000,91.7,19.04,1,82,2,2,0,2,0,3,1,4,7,0,0,0,19532,11400
B,2014,10+ years,2,48000,14.8,31.83,0,268,2,2,2,2,0,2,8,2,9,0,0,0,46493,10500
C,2014,< 1 year,9,50000,44.8,21.87,3,140,15,2,1,72,0,2,11,3,11,0,0,0,212329,8000
B,2014,4 years,4,76800,80.4,15,0,68,19,19,0,22,0,3,15,3,13,0,0,0,52925,12800
B,2014,1 year,6,225000,68.5,10.44,0,199,12,2,2,12,0,5,13,5,10,0,0,0,676919,50600
B,2014,< 1 year,2,43000,94.6,12,0,40,2,2,0,2,0,2,2,2,5,0,0,0,35978,3300
C,2014,< 1 year,7,40000,40.6,13.89,1,86,1,1,0,1,0,4,1,6,14,0,0,0,13598,12400
B,2014,< 1 year,4,53000,22.2,22.35,0,233,2,2,0,2,0,5,14,6,17,0,0,0,76739,27500
A,2014,2 years,4,300000,70,6.78,1,556,2,2,12,2,1,5,10,7,15,0,0,0,539778,42000
D,2014,1 year,6,27000,91.9,35.51,0,113,17,15,0,17,0,2,2,3,9,0,0,0,31174,8300
A,2014,2 years,2,65000,45.1,25.54,1,116,23,23,1,23,0,4,33,5,20,0,0,0,349218,22000
D,2014,10+ years,1,72000,87.5,36.24,0,222,28,24,0,28,0,8,8,9,18,0,0,0,74656,23700
F,2014,10+ years,4,42000,49,25.83,0,190,16,11,2,21,3,3,4,4,8,0,0,0,169167,6900
C,2014,10+ years,13,155000,56.7,9.86,3,258,2,2,1,2,0,10,6,12,21,0,0,0,129359,30500
B,2014,5 years,7,70000,97.8,16.44,1,151,4,4,0,20,0,2,8,2,12,0,0,0,42325,4000
C,2014,3 years,8,52000,73,33.21,1,90,6,6,0,14,0,7,19,7,27,0,0,0,75493,17600
A,2014,4 years,1,117000,76.1,7.35,0,152,17,17,3,39,0,4,8,5,12,0,0,0,40756,29300
D,2014,1 year,4,64000,91,23.31,1,73,19,8,3,19,0,5,3,5,12,0,0,0,147872,28300
B,2014,3 years,5,43472,93.5,24.24,0,287,9,9,5,90,0,3,10,3,14,0,0,0,199594,21500
B,2014,10+ years,0,73000,53.8,15.22,0,120,32,32,1,42,0,2,1,3,10,0,0,0,24403,17600
E,2014,6 years,2,75000,61.8,16.5,0,175,9,9,0,34,0,10,1,10,15,0,0,0,22067,7800
A,2014,7 years,3,43000,32.1,10.16,0,286,3,3,0,32,0,2,5,3,10,1,1,0,7791,4100
F,2014,5 years,6,225000,102.6,15.3,0,221,19,4,4,86,3,2,14,3,11,0,0,0,1167262,7000
B,2014,10+ years,5,49000,37.8,23.34,0,160,2,2,0,2,0,6,17,9,24,0,0,0,43690,32200
D,2014,10+ years,4,55000,97.7,29.31,1,203,2,2,0,15,0,2,9,2,7,0,0,0,52286,15200
D,2014,8 years,6,60000,97.1,12.4,0,194,12,12,0,12,0,3,3,3,6,0,0,0,16449,5200
C,2014,10+ years,12,60000,95.7,30,0,95,7,5,3,7,0,6,11,6,13,0,0,0,204966,12100
B,2014,10+ years,1,62000,74.6,3.44,0,81,35,4,1,35,0,3,3,3,4,0,0,0,6106,6000
A,2014,6 years,4,82000,71.1,12.04,0,86,11,11,0,86,0,1,5,1,6,0,0,0,27773,1000
A,2014,10+ years,7,105000,48.9,10.37,0,180,5,1,4,5,0,3,14,4,16,0,0,0,276029,46000
D,2014,10+ years,1,55000,0,10.3,0,113,12,12,0,12,0,0,2,1,5,0,5,0,16524,2500
C,2014,7 years,8,70000,74.2,13.2,0,133,5,5,1,10,1,6,4,7,12,0,0,0,171727,23400
C,2014,< 1 year,7,45000,28,12.01,1,114,4,2,0,4,4,6,2,8,10,0,1,0,11396,10800
A,2014,4 years,3,85000,71.7,12.42,0,132,6,6,0,6,0,3,17,6,18,0,2,0,33075,18700
D,2014,3 years,5,43000,66.7,29.47,1,25,7,7,0,7,0,3,32,3,20,0,3,0,208538,3100
A,2014,1 year,1,50000,30.6,3.22,0,166,30,10,0,30,0,1,4,2,7,1,1,0,2981,2100
A,2014,10+ years,6,40000,31.4,4.35,1,137,2,2,0,8,1,2,6,5,8,0,1,0,5344,16300
A,2014,6 years,1,94000,56.8,15,0,166,8,8,1,8,0,9,13,12,20,0,0,0,399359,63200
C,2014,2 years,1,31000,4.2,3.95,0,163,4,4,0,34,2,1,5,2,5,0,0,0,2925,500
D,2014,10+ years,8,90000,66.2,9.29,4,228,2,2,6,2,1,4,7,4,14,0,0,0,394431,8200
B,2014,9 years,5,46000,62,20.04,0,146,6,6,2,6,0,4,3,4,12,0,0,0,170977,15700
A,2014,10+ years,5,55000,76.9,20.34,1,183,17,17,0,17,0,3,7,5,14,0,0,0,18857,9000
C,2014,2 years,1,35000,76.4,24.49,0,121,43,9,1,47,0,3,6,3,9,0,0,0,197970,4000
A,2014,4 years,6,88000,44.8,15.85,1,153,4,4,1,4,0,7,3,8,16,0,0,0,181601,23000
B,2014,9 years,5,30250,92.9,26.43,0,125,9,9,0,60,1,2,9,2,18,1,1,0,21764,4000
C,2014,6 years,1,88500,100.4,29.65,0,294,12,12,5,77,0,6,2,6,13,0,0,0,255666,39200
C,2014,4 years,4,65000,72.2,16.86,0,25,12,9,3,18,5,2,10,2,9,0,1,0,49322,1100
B,2014,4 years,2,65000,71.7,13.39,0,169,1,1,0,1,0,4,8,6,9,0,0,0,29233,24300
D,2014,2 years,6,78000,31.2,8.58,2,97,2,2,1,2,0,3,4,4,13,0,0,0,319298,8500
D,2014,4 years,2,37000,99.3,14.73,0,94,16,16,0,16,0,4,2,5,6,0,0,0,13419,9100
B,2014,2 years,3,33000,73.8,33.64,0,166,7,7,0,105,0,2,13,2,12,0,0,0,22526,15200
A,2014,4 years,0,69000,58.6,12.1,0,101,26,26,1,26,0,7,6,8,20,0,0,0,232857,10100
D,2014,3 years,3,65000,77.8,13.46,0,107,3,3,2,3,1,3,1,3,8,1,1,0,188720,10300
E,2014,10+ years,8,57792,97.6,26.62,0,142,9,9,1,9,0,12,4,12,18,0,0,0,233613,14900
D,2014,10+ years,2,80000,99.5,22.05,0,161,16,7,0,25,0,5,6,5,7,0,0,0,35102,29600
A,2014,10+ years,4,84000,39.4,17.47,0,213,4,4,6,4,0,4,7,4,15,0,0,0,194068,50400
B,2014,2 years,6,77500,93.1,20.01,0,259,13,6,1,13,0,4,19,4,13,1,1,0,246235,9600
D,2014,10+ years,12,51000,43.4,24.33,0,186,3,3,0,3,0,1,21,2,12,1,1,0,172455,1000
C,2014,4 years,3,63600,91.6,19.74,1,112,8,7,0,8,1,4,15,4,13,0,0,0,46910,11500
A,2014,10+ years,3,66000,11.4,20.29,0,180,10,3,3,10,0,3,6,5,11,0,0,0,143512,40700
D,2014,4 years,2,50000,92.1,14.71,0,213,9,9,3,14,0,7,0,8,12,0,1,0,152548,21900
B,2014,2 years,5,115000,78.7,11.46,0,86,1,1,0,4,2,4,13,5,10,0,0,0,48529,6500
B,2014,8 years,7,30000,81.4,34.56,0,129,12,12,0,18,0,3,15,3,10,0,0,0,49605,12000
E,2014,2 years,0,50000,71.9,38.96,0,115,40,34,0,81,0,3,4,3,10,0,0,0,64935,16400
B,2014,10+ years,8,85000,82,10.73,0,269,10,2,5,10,4,3,30,4,13,0,0,0,154331,4000
A,2014,10+ years,2,145000,83.2,14.34,2,400,1,1,6,1,0,8,0,9,12,0,0,0,407415,96900
A,2014,10+ years,2,75000,63.7,18.78,0,121,3,3,3,3,0,4,7,4,9,0,0,0,229265,24300
D,2014,10+ years,6,50323,60.6,22.92,0,215,5,5,6,5,8,3,6,3,12,0,0,0,219558,2500
D,2014,10+ years,11,47000,50.8,29.11,0,243,2,2,0,2,0,5,4,6,11,0,0,0,43545,9400
C,2014,< 1 year,3,25000,28.3,16.32,0,167,15,6,2,15,1,3,7,3,8,1,1,0,7617,7300
B,2014,10+ years,3,150000,90.8,31.11,0,438,10,10,0,10,0,9,8,9,14,0,0,0,176713,38700
C,2014,< 1 year,4,53000,99,24.84,0,150,19,13,1,19,0,3,8,3,7,0,0,0,32265,16900
B,2014,6 years,4,42000,64.4,24,0,125,9,8,1,74,0,3,33,3,26,0,0,0,186854,11900
D,2014,10+ years,7,52000,98.5,31.89,0,170,14,11,1,14,0,3,9,3,10,0,0,0,99736,20800
C,2014,1 year,4,160000,37.1,15.08,1,104,22,3,0,22,0,6,10,7,11,0,0,0,64157,16900
B,2014,10+ years,1,68000,33.4,25.32,0,348,4,4,5,4,0,9,3,13,21,0,0,0,187792,83200
B,2014,10+ years,10,66000,57.1,25.82,1,222,6,6,1,12,2,5,8,5,14,0,0,0,48969,6500
F,2014,4 years,6,40000,89.5,18,2,143,3,3,0,3,3,4,11,4,7,0,0,0,14626,3700
C,2014,4 years,5,127000,38.8,13.69,0,167,11,8,6,11,1,1,13,2,6,1,1,0,81061,9500
D,2014,10+ years,4,87000,66.1,14.34,0,181,1,1,0,9,0,6,1,6,9,1,1,0,26887,24500
D,2014,3 years,7,120000,91.5,16.71,1,78,2,2,0,39,0,5,28,6,23,1,1,0,176987,19900
C,2014,3 years,4,62000,81.3,28.11,0,143,10,10,2,36,3,4,9,4,13,0,1,0,251869,15700
B,2014,6 years,9,154000,101.7,23.92,1,206,18,4,4,18,0,7,17,7,19,0,0,0,505590,38300
D,2014,10+ years,3,37440,83.4,20.06,0,149,6,6,0,6,0,6,1,6,10,0,0,0,18182,10800
C,2014,1 year,1,29000,97.8,9.11,0,64,19,19,0,19,0,3,17,4,18,0,0,525.27,43806,7000
C,2014,4 years,10,80000,33.4,18.2,0,147,6,6,1,22,0,2,7,2,14,0,0,0,246033,5100
D,2014,10+ years,5,30505,88,27.46,2,76,6,6,0,8,0,3,4,4,8,0,0,0,38259,8300
B,2014,10+ years,5,125000,96.1,19.24,1,185,5,5,8,79,0,5,22,5,19,0,0,0,353902,17100
B,2014,10+ years,4,90000,91.7,23.95,0,64,18,13,2,29,0,4,14,4,15,0,2,0,172835,3800
D,2014,1 year,3,105000,63.5,19.99,1,232,16,4,3,16,0,2,12,3,9,0,0,0,428891,30500
B,2014,10+ years,7,80000,68.7,14.94,0,162,7,7,5,7,1,4,3,4,12,0,0,0,26057,14500
E,2014,8 years,2,54000,100.3,35,0,254,16,16,5,35,0,8,4,8,14,0,0,0,98064,47000
C,2014,6 years,4,34560,57.6,31.49,0,81,10,10,0,10,0,2,10,3,8,0,0,0,37284,5300
C,2014,10+ years,7,92000,61.5,8.97,0,269,7,6,8,7,2,3,13,5,10,0,0,0,197846,18600
C,2014,1 year,10,35000,40.4,15.82,0,40,11,3,0,14,0,2,3,4,8,0,0,0,17099,7100
D,2014,5 years,2,75000,69.1,19.12,0,136,29,8,0,29,0,3,10,5,10,0,0,0,94234,22100
C,2014,3 years,4,85000,89.1,15.59,1,250,5,5,3,29,1,4,7,4,11,0,0,0,34369,3400
C,2014,8 years,9,50000,62.3,20.45,1,177,3,3,0,5,0,3,4,6,17,0,1,0,46021,13600
B,2014,10+ years,9,80000,74.9,24.29,1,286,4,4,5,20,0,4,19,4,23,0,0,0,141041,3600
F,2014,6 years,2,72000,62.3,10.38,2,102,3,3,0,3,1,2,2,3,8,0,0,0,30906,5300
C,2014,4 years,5,82000,49.5,14.09,3,142,4,4,2,33,0,2,6,4,10,0,0,0,37955,11300
C,2014,8 years,3,87000,94.9,17.74,0,220,17,11,0,17,0,6,5,6,11,0,0,0,51298,17300
C,2014,10+ years,5,65000,73.6,15.81,0,158,14,6,4,14,3,2,6,2,7,0,0,0,26979,6700
A,2014,10+ years,3,36540,38.6,21.23,0,218,10,10,2,20,2,1,15,2,12,0,0,0,25510,13300
C,2014,< 1 year,4,90000,93.8,23.85,2,143,16,5,1,16,1,4,13,4,7,0,0,0,454768,4200
C,2014,10+ years,4,60000,98.6,21.68,0,147,16,11,5,24,2,5,7,5,9,0,0,0,57933,12600
D,2014,9 years,2,30000,96.3,33.72,1,124,9,9,0,36,0,4,1,4,12,0,0,0,17730,5400
C,2014,3 years,8,87000,23.2,10.03,1,292,1,1,1,7,0,9,5,11,19,1,1,0,49477,28500
F,2014,< 1 year,2,60000,100.2,9.9,1,114,5,5,0,5,0,5,2,5,6,0,0,0,14225,7600
C,2014,5 years,4,49150,75.4,33.47,1,155,13,13,1,13,0,7,9,8,21,0,0,0,138061,24400
B,2014,2 years,11,52000,63.3,16.34,1,83,4,4,0,4,0,3,24,5,35,0,0,0,139993,7800
D,2014,10+ years,4,85000,99.2,13.57,0,196,8,7,4,8,0,4,6,4,6,0,0,0,347564,44500
C,2014,5 years,11,38800,92.5,25.3,0,37,13,10,0,13,0,3,5,3,10,0,0,0,29492,3500
C,2014,10+ years,4,72000,69.9,24.13,1,174,8,8,6,8,1,6,3,7,16,0,0,0,368656,31000
B,2014,10+ years,7,94000,49.1,13.37,0,312,15,4,2,34,0,4,12,6,25,0,5,0,97123,4100
C,2014,2 years,7,38000,57,22.87,3,79,8,2,0,8,1,3,3,6,9,0,0,0,18243,10200
C,2014,2 years,6,115000,52.1,11.25,0,157,6,6,3,6,0,3,7,5,8,1,1,0,317075,21600
D,2014,4 years,12,24000,0,26.95,2,43,4,3,0,10,0,0,6,4,12,0,0,0,30140,5400
C,2014,6 years,6,70000,56.2,3.69,2,75,3,3,1,3,0,3,1,3,6,0,1,0,248363,6500
A,2014,10+ years,6,58000,72.2,16.39,1,155,0,0,3,46,0,3,10,4,8,1,1,0,136513,15500
A,2014,2 years,4,26299,60.3,10.41,1,201,5,5,3,5,0,2,2,2,7,0,0,0,113325,11000
B,2014,7 years,6,45600,55.5,11.87,0,233,6,6,1,6,1,3,4,4,11,0,0,0,141056,3900
B,2014,10+ years,3,32400,87.3,15.07,1,235,4,4,3,4,0,3,3,4,11,1,1,0,11206,6300
B,2014,< 1 year,7,55000,61.6,19.92,0,126,10,5,0,10,0,3,18,4,13,0,0,0,53627,20500
B,2014,10+ years,3,50000,94.8,25.3,0,244,9,9,0,9,0,4,3,4,14,0,0,0,38532,13800
A,2014,10+ years,4,70000,23.4,14.88,0,208,10,4,5,21,0,3,10,7,18,0,0,0,218474,51000
C,2014,9 years,4,55200,95.9,16.41,0,82,10,2,0,10,0,3,7,3,8,0,0,0,23413,7500
B,2014,4 years,4,110000,39,18.92,1,249,6,6,2,6,0,2,12,3,7,1,1,0,42996,5500
C,2014,10+ years,4,99000,99.9,24.93,1,175,52,2,5,52,0,3,8,3,12,0,0,0,550885,17100
C,2014,10+ years,11,85000,47.5,28.43,0,324,4,2,1,4,1,9,6,10,22,0,0,0,181130,40500
A,2014,5 years,3,62000,69.8,23.13,1,233,29,11,2,63,0,4,36,4,13,0,0,0,150877,25800
A,2014,5 years,7,66000,57,22.53,0,164,2,2,2,9,0,6,7,7,17,0,0,0,46357,38800
B,2014,3 years,5,90000,95.4,22.16,0,155,11,11,4,16,1,6,15,6,13,1,1,0,54430,10000
D,2014,6 years,4,40000,98.5,27.57,0,134,3,3,2,3,1,5,5,5,11,0,0,0,266377,10100
B,2014,6 years,11,50000,55.1,22.01,1,135,3,2,1,3,0,6,18,6,16,0,0,0,34227,18600
E,2014,< 1 year,3,35232,74.6,16.08,2,49,9,9,0,16,0,3,9,3,13,0,0,0,66943,4200
E,2014,5 years,8,65000,34.2,12.17,0,174,15,2,3,17,0,2,12,3,9,1,1,0,152215,16500
B,2014,7 years,8,94000,54.4,19.35,0,91,10,5,4,10,0,5,10,5,12,0,0,0,223475,11300
C,2014,10+ years,1,250000,53.5,25.24,1,543,30,5,7,38,0,3,6,6,12,0,0,0,510712,37200
C,2014,6 years,4,30000,91.4,21.08,0,35,9,9,0,13,0,3,3,3,5,0,0,0,17087,2900
A,2014,9 years,6,70000,45.8,24.02,0,228,6,6,6,11,0,4,7,5,21,0,0,0,188285,40200
B,2014,10+ years,5,62000,91.9,21.39,0,262,8,8,0,9,1,6,4,6,14,0,1,0,22594,4900
B,2014,2 years,3,20000,58.9,36.55,0,214,3,3,1,43,4,3,6,4,18,0,1,0,22042,18300
C,2014,10+ years,3,44000,80.3,22.7,0,219,17,13,1,17,0,4,6,4,6,0,0,0,28691,13500
F,2014,10+ years,9,70000,15.3,26.23,2,140,3,3,3,3,0,2,9,12,21,0,0,0,216468,74400
D,2014,7 years,5,82000,99.1,19.22,0,118,7,7,1,7,1,3,12,3,8,0,0,0,208534,6500
F,2014,10+ years,14,56406,92.9,32.25,1,192,6,6,4,8,0,9,3,11,25,0,0,0,194940,33700
F,2014,10+ years,0,45000,56.1,2.96,1,142,47,31,2,97,2,1,4,1,4,0,0,0,68155,7000
C,2014,1 year,6,90000,75.2,7.28,2,122,4,4,1,6,0,3,4,3,8,0,0,0,196161,15300
D,2014,1 year,5,45000,63.7,10.37,1,39,3,2,0,3,0,3,2,3,5,0,0,0,28342,13500
C,2014,1 year,5,40000,40.9,33.63,0,121,31,6,2,32,1,1,17,3,11,0,0,0,112406,4700
E,2014,10+ years,3,65000,20.3,30.05,0,202,16,16,2,16,4,7,6,8,10,0,0,0,114089,59700
F,2014,8 years,8,40000,98.9,34.41,1,132,4,1,1,4,0,4,8,4,10,0,0,0,233773,11800
C,2014,10+ years,5,64000,53.9,14.73,0,114,3,3,0,3,3,6,6,7,9,0,0,115.01,22024,11800
D,2014,6 years,6,40000,79,29.88,0,170,18,18,0,18,0,7,1,8,20,0,0,0,25055,21300
